"index","year","word","page","frequency","articleCount","stfreq"
"1870:4",1870,"afternoon",4,12,128,9.375
"1870:4",1870,"Penang",4,12,128,9.375
"1870:4",1870,"SETTLEMENTS",4,12,128,9.375
"1872:1",1872,"Singapore",1,58,334,17.3652694610778
"1872:1",1872,"Pepper",1,50,334,14.9700598802395
"1872:1",1872,"Council",1,39,334,11.6766467065868
"1872:1",1872,"JAVA",1,37,334,11.0778443113772
"1872:1",1872,"QUOTATIONS",1,36,334,10.7784431137725
"1872:1",1872,"LATEST",1,34,334,10.1796407185629
"1872:1",1872,"MARKET",1,34,334,10.1796407185629
"1872:1",1872,"following",1,34,334,10.1796407185629
"1872:1",1872,"Honble",1,30,334,8.98203592814371
"1872:1",1872,"one",1,29,334,8.68263473053892
"1872:1",1872,"Colonial",1,28,334,8.38323353293413
"1872:1",1872,"last",1,27,334,8.08383233532934
"1872:2",1872,"arrived",2,54,265,20.377358490566
"1872:2",1872,"Editor",2,49,265,18.4905660377358
"1872:2",1872,"steamer",2,46,265,17.3584905660377
"1872:2",1872,"Colonial",2,38,265,14.3396226415094
"1872:2",1872,"Honble",2,37,265,13.9622641509434
"1872:2",1872,"Daily",2,34,265,12.8301886792453
"1872:2",1872,"following",2,33,265,12.4528301886792
"1872:2",1872,"morning",2,32,265,12.0754716981132
"1872:2",1872,"yesterday",2,30,265,11.3207547169811
"1872:2",1872,"Honor",2,27,265,10.188679245283
"1872:2",1872,"Singapore",2,27,265,10.188679245283
"1872:3",1872,"British",3,201,299,67.2240802675585
"1872:3",1872,"steamer",3,200,299,66.8896321070234
"1872:3",1872,"Wharf",3,149,299,49.8327759197324
"1872:3",1872,"Dock",3,99,299,33.1103678929766
"1872:3",1872,"tons",3,90,299,30.1003344481605
"1872:3",1872,"barque",3,57,299,19.0635451505017
"1872:3",1872,"Hongkong",3,57,299,19.0635451505017
"1872:3",1872,"arrived",3,57,299,19.0635451505017
"1872:3",1872,"commander",3,54,299,18.0602006688963
"1872:3",1872,"Company",3,46,299,15.3846153846154
"1872:3",1872,"Companys",3,45,299,15.0501672240803
"1872:3",1872,"SHIPPING",3,42,299,14.0468227424749
"1872:4",1872,"steamer",4,105,222,47.2972972972973
"1872:4",1872,"British",4,78,222,35.1351351351351
"1872:4",1872,"arrived",4,63,222,28.3783783783784
"1872:4",1872,"Capt",4,39,222,17.5675675675676
"1872:4",1872,"yesterday",4,38,222,17.1171171171171
"1872:4",1872,"morning",4,37,222,16.6666666666667
"1872:4",1872,"Editor",4,36,222,16.2162162162162
"1872:4",1872,"afternoon",4,26,222,11.7117117117117
"1872:4",1872,"Wharf",4,26,222,11.7117117117117
"1872:4",1872,"Daily",4,24,222,10.8108108108108
"1872:4",1872,"Tiik",4,21,222,9.45945945945946
"1872:4",1872,"inst",4,21,222,9.45945945945946
"1872:4",1872,"Hongkong",4,21,222,9.45945945945946
"1872:4",1872,"Sarawak",4,21,222,9.45945945945946
"1874:1",1874,"QUOTATIONS",1,46,295,15.5932203389831
"1874:1",1874,"LATEST",1,43,295,14.5762711864407
"1874:1",1874,"Pepper",1,43,295,14.5762711864407
"1874:1",1874,"PAPERS",1,42,295,14.2372881355932
"1874:1",1874,"MARKET",1,42,295,14.2372881355932
"1874:1",1874,"Sarawak",1,40,295,13.5593220338983
"1874:1",1874,"ITEMS",1,40,295,13.5593220338983
"1874:1",1874,"Singapore",1,39,295,13.2203389830508
"1874:1",1874,"following",1,35,295,11.864406779661
"1874:1",1874,"instant",1,30,295,10.1694915254237
"1874:1",1874,"JAVA",1,28,295,9.49152542372881
"1874:1",1874,"Tin",1,28,295,9.49152542372881
"1874:1",1874,"new",1,27,295,9.15254237288136
"1874:1",1874,"twist",1,27,295,9.15254237288136
"1874:1",1874,"last",1,26,295,8.8135593220339
"1874:2",1874,"steamer",2,97,251,38.6454183266932
"1874:2",1874,"arrived",2,61,251,24.3027888446215
"1874:2",1874,"Editor",2,52,251,20.7171314741036
"1874:2",1874,"Capt",2,49,251,19.5219123505976
"1874:2",1874,"Daily",2,43,251,17.1314741035857
"1874:2",1874,"yesterday",2,38,251,15.1394422310757
"1874:2",1874,"following",2,35,251,13.9442231075697
"1874:2",1874,"morning",2,35,251,13.9442231075697
"1874:2",1874,"British",2,34,251,13.5458167330677
"1874:2",1874,"instant",2,31,251,12.3505976095618
"1874:2",1874,"last",2,30,251,11.9521912350598
"1874:3",1874,"steamer",3,319,252,126.587301587302
"1874:3",1874,"British",3,227,252,90.0793650793651
"1874:3",1874,"Wharf",3,106,252,42.0634920634921
"1874:3",1874,"tons",3,100,252,39.6825396825397
"1874:3",1874,"commander",3,92,252,36.5079365079365
"1874:3",1874,"Dock",3,75,252,29.7619047619048
"1874:3",1874,"Capt",3,73,252,28.968253968254
"1874:3",1874,"arrived",3,62,252,24.6031746031746
"1874:3",1874,"Hongkong",3,58,252,23.015873015873
"1874:3",1874,"consignees",3,57,252,22.6190476190476
"1874:4",1874,"steamer",4,206,201,102.487562189055
"1874:4",1874,"British",4,125,201,62.1890547263682
"1874:4",1874,"Capt",4,77,201,38.3084577114428
"1874:4",1874,"arrived",4,67,201,33.3333333333333
"1874:4",1874,"morning",4,62,201,30.8457711442786
"1874:4",1874,"Wharf",4,52,201,25.8706467661692
"1874:4",1874,"inst",4,49,201,24.3781094527363
"1874:4",1874,"yesterday",4,44,201,21.8905472636816
"1874:4",1874,"tons",4,40,201,19.9004975124378
"1874:4",1874,"Bangkok",4,38,201,18.9054726368159
"1875:1",1875,"steamer",1,48,349,13.7535816618911
"1875:1",1875,"Sir",1,44,349,12.6074498567335
"1875:1",1875,"LATEST",1,40,349,11.4613180515759
"1875:1",1875,"MARKET",1,40,349,11.4613180515759
"1875:1",1875,"QUOTATIONS",1,36,349,10.3151862464183
"1875:1",1875,"following",1,34,349,9.74212034383954
"1875:1",1875,"Pepper",1,32,349,9.16905444126074
"1875:1",1875,"last",1,32,349,9.16905444126074
"1875:1",1875,"Sarawak",1,29,349,8.30945558739255
"1875:1",1875,"British",1,28,349,8.02292263610315
"1875:1",1875,"Singapore",1,26,349,7.44985673352436
"1875:1",1875,"Government",1,25,349,7.16332378223496
"1875:1",1875,"new",1,25,349,7.16332378223496
"1875:1",1875,"Tin",1,25,349,7.16332378223496
"1875:2",1875,"steamer",2,72,258,27.906976744186
"1875:2",1875,"following",2,47,258,18.2170542635659
"1875:2",1875,"arrived",2,43,258,16.6666666666667
"1875:2",1875,"Honble",2,36,258,13.953488372093
"1875:2",1875,"Sir",2,35,258,13.5658914728682
"1875:2",1875,"PAPERS",2,34,258,13.1782945736434
"1875:2",1875,"Capt",2,33,258,12.7906976744186
"1875:2",1875,"ITEMS",2,33,258,12.7906976744186
"1875:2",1875,"yesterday",2,32,258,12.4031007751938
"1875:2",1875,"afternoon",2,31,258,12.015503875969
"1875:2",1875,"British",2,31,258,12.015503875969
"1875:2",1875,"Editor",2,31,258,12.015503875969
"1875:2",1875,"morning",2,29,258,11.2403100775194
"1875:2",1875,"last",2,29,258,11.2403100775194
"1875:3",1875,"steamer",3,245,242,101.239669421488
"1875:3",1875,"British",3,150,242,61.9834710743802
"1875:3",1875,"Wharf",3,83,242,34.297520661157
"1875:3",1875,"tons",3,68,242,28.099173553719
"1875:3",1875,"Dock",3,67,242,27.6859504132231
"1875:3",1875,"commander",3,53,242,21.900826446281
"1875:3",1875,"Bangkok",3,40,242,16.5289256198347
"1875:3",1875,"Hongkong",3,38,242,15.702479338843
"1875:3",1875,"Company",3,34,242,14.0495867768595
"1875:3",1875,"SHIPPING",3,32,242,13.2231404958678
"1875:3",1875,"barque",3,32,242,13.2231404958678
"1875:3",1875,"HARBOUR",3,32,242,13.2231404958678
"1875:3",1875,"consignees",3,32,242,13.2231404958678
"1875:4",1875,"steamer",4,176,213,82.6291079812207
"1875:4",1875,"British",4,89,213,41.7840375586854
"1875:4",1875,"tons",4,49,213,23.0046948356808
"1875:4",1875,"Wharf",4,42,213,19.7183098591549
"1875:4",1875,"commander",4,39,213,18.3098591549296
"1875:4",1875,"arrived",4,37,213,17.3708920187793
"1875:4",1875,"Capt",4,35,213,16.4319248826291
"1875:4",1875,"consignees",4,34,213,15.962441314554
"1875:4",1875,"Hongkong",4,32,213,15.0234741784038
"1875:4",1875,"yesterday",4,30,213,14.0845070422535
"1876:1",1876,"steamer",1,61,394,15.4822335025381
"1876:1",1876,"instant",1,55,394,13.9593908629442
"1876:1",1876,"ultimo",1,42,394,10.6598984771574
"1876:1",1876,"British",1,40,394,10.1522842639594
"1876:1",1876,"last",1,39,394,9.89847715736041
"1876:1",1876,"following",1,36,394,9.13705583756345
"1876:1",1876,"one",1,32,394,8.12182741116751
"1876:1",1876,"arrived",1,32,394,8.12182741116751
"1876:1",1876,"ITEMS",1,31,394,7.86802030456853
"1876:1",1876,"Sarawak",1,26,394,6.5989847715736
"1876:1",1876,"JAVA",1,26,394,6.5989847715736
"1876:1",1876,"MARKET",1,26,394,6.5989847715736
"1876:1",1876,"SUMMARY",1,26,394,6.5989847715736
"1876:1",1876,"mail",1,26,394,6.5989847715736
"1876:1",1876,"London",1,26,394,6.5989847715736
"1876:1",1876,"Pepper",1,25,394,6.34517766497462
"1876:1",1876,"LATEST",1,25,394,6.34517766497462
"1876:2",1876,"Editor",2,82,278,29.4964028776978
"1876:2",1876,"Daily",2,69,278,24.8201438848921
"1876:2",1876,"steamer",2,59,278,21.2230215827338
"1876:2",1876,"following",2,42,278,15.1079136690647
"1876:2",1876,"Sir",2,42,278,15.1079136690647
"1876:2",1876,"last",2,42,278,15.1079136690647
"1876:2",1876,"Honble",2,41,278,14.7482014388489
"1876:2",1876,"Captain",2,37,278,13.3093525179856
"1876:2",1876,"instant",2,36,278,12.9496402877698
"1876:2",1876,"ITEMS",2,33,278,11.8705035971223
"1876:2",1876,"Colonial",2,31,278,11.1510791366906
"1876:2",1876,"arrived",2,31,278,11.1510791366906
"1876:2",1876,"COUNCIL",2,24,278,8.63309352517986
"1876:2",1876,"Singapore",2,24,278,8.63309352517986
"1876:3",1876,"steamer",3,173,239,72.3849372384937
"1876:3",1876,"British",3,113,239,47.2803347280335
"1876:3",1876,"commander",3,45,239,18.8284518828452
"1876:3",1876,"tons",3,45,239,18.8284518828452
"1876:3",1876,"Captain",3,44,239,18.4100418410042
"1876:3",1876,"Hongkong",3,40,239,16.7364016736402
"1876:3",1876,"arrived",3,36,239,15.0627615062762
"1876:3",1876,"yesterday",3,35,239,14.6443514644351
"1876:3",1876,"Wharf",3,32,239,13.3891213389121
"1876:3",1876,"following",3,30,239,12.5523012552301
"1876:3",1876,"barque",3,26,239,10.8786610878661
"1876:4",1876,"steamer",4,180,205,87.8048780487805
"1876:4",1876,"British",4,91,205,44.390243902439
"1876:4",1876,"tons",4,48,205,23.4146341463415
"1876:4",1876,"Captain",4,45,205,21.9512195121951
"1876:4",1876,"commander",4,42,205,20.4878048780488
"1876:4",1876,"Hongkong",4,38,205,18.5365853658537
"1876:4",1876,"morning",4,34,205,16.5853658536585
"1876:4",1876,"consignees",4,31,205,15.1219512195122
"1876:4",1876,"arrived",4,29,205,14.1463414634146
"1876:4",1876,"instant",4,29,205,14.1463414634146
"1876:4",1876,"barque",4,28,205,13.6585365853659
"1876:5",1876,"steamer",5,64,166,38.5542168674699
"1876:5",1876,"Editor",5,53,166,31.9277108433735
"1876:5",1876,"Daily",5,51,166,30.7228915662651
"1876:5",1876,"Captain",5,35,166,21.0843373493976
"1876:5",1876,"British",5,33,166,19.8795180722892
"1876:5",1876,"Sir",5,32,166,19.2771084337349
"1876:5",1876,"morning",5,27,166,16.2650602409639
"1876:5",1876,"yesterday",5,27,166,16.2650602409639
"1876:5",1876,"last",5,24,166,14.4578313253012
"1876:5",1876,"arrived",5,24,166,14.4578313253012
"1876:5",1876,"instant",5,22,166,13.2530120481928
"1876:5",1876,"Singapore",5,20,166,12.0481927710843
"1877:1",1877,"steamer",1,59,270,21.8518518518519
"1877:1",1877,"last",1,39,270,14.4444444444444
"1877:1",1877,"following",1,30,270,11.1111111111111
"1877:1",1877,"arrived",1,29,270,10.7407407407407
"1877:1",1877,"morning",1,26,270,9.62962962962963
"1877:1",1877,"British",1,25,270,9.25925925925926
"1877:1",1877,"instant",1,25,270,9.25925925925926
"1877:1",1877,"Sir",1,22,270,8.14814814814815
"1877:1",1877,"two",1,20,270,7.40740740740741
"1877:1",1877,"SUMMARY",1,19,270,7.03703703703704
"1877:1",1877,"mails",1,19,270,7.03703703703704
"1877:1",1877,"paid",1,19,270,7.03703703703704
"1877:1",1877,"London",1,19,270,7.03703703703704
"1877:1",1877,"Singapore",1,19,270,7.03703703703704
"1877:1",1877,"Daily",1,18,270,6.66666666666667
"1877:1",1877,"one",1,18,270,6.66666666666667
"1877:1",1877,"Moar",1,18,270,6.66666666666667
"1877:2",1877,"following",2,38,155,24.5161290322581
"1877:2",1877,"ITEMS",2,27,155,17.4193548387097
"1877:2",1877,"JAVA",2,23,155,14.8387096774194
"1877:2",1877,"papers",2,21,155,13.5483870967742
"1877:2",1877,"acknowledged",2,17,155,10.9677419354839
"1877:2",1877,"translated",2,17,155,10.9677419354839
"1877:2",1877,"last",2,16,155,10.3225806451613
"1877:2",1877,"original",2,15,155,9.67741935483871
"1877:2",1877,"intelligence",2,15,155,9.67741935483871
"1877:2",1877,"Acting",2,13,155,8.38709677419355
"1877:2",1877,"Manila",2,13,155,8.38709677419355
"1877:2",1877,"Translated",2,11,155,7.09677419354839
"1877:2",1877,"year",2,11,155,7.09677419354839
"1877:2",1877,"MANILA",2,11,155,7.09677419354839
"1877:2",1877,"tbe",2,11,155,7.09677419354839
"1877:2",1877,"Singapore",2,11,155,7.09677419354839
"1877:2",1877,"Colonial",2,10,155,6.45161290322581
"1877:2",1877,"Daily",2,10,155,6.45161290322581
"1877:2",1877,"Sir",2,10,155,6.45161290322581
"1877:2",1877,"contemporaries",2,10,155,6.45161290322581
"1877:2",1877,"Batavia",2,10,155,6.45161290322581
"1877:2",1877,"meeting",2,10,155,6.45161290322581
"1877:2",1877,"Java",2,10,155,6.45161290322581
"1877:2",1877,"instant",2,10,155,6.45161290322581
"1877:3",1877,"steamer",3,101,219,46.1187214611872
"1877:3",1877,"British",3,55,219,25.1141552511416
"1877:3",1877,"Editor",3,48,219,21.9178082191781
"1877:3",1877,"Daily",3,47,219,21.4611872146119
"1877:3",1877,"Captain",3,38,219,17.351598173516
"1877:3",1877,"tons",3,29,219,13.2420091324201
"1877:3",1877,"following",3,27,219,12.3287671232877
"1877:3",1877,"morning",3,26,219,11.8721461187215
"1877:3",1877,"instant",3,24,219,10.958904109589
"1877:3",1877,"arrived",3,22,219,10.0456621004566
"1877:4",1877,"steamer",4,126,175,72
"1877:4",1877,"British",4,71,175,40.5714285714286
"1877:4",1877,"tons",4,37,175,21.1428571428571
"1877:4",1877,"Editor",4,29,175,16.5714285714286
"1877:4",1877,"Hongkong",4,28,175,16
"1877:4",1877,"London",4,25,175,14.2857142857143
"1877:4",1877,"Daily",4,23,175,13.1428571428571
"1877:4",1877,"Captain",4,22,175,12.5714285714286
"1877:4",1877,"barque",4,21,175,12
"1877:4",1877,"morning",4,21,175,12
"1877:4",1877,"instant",4,21,175,12
"1877:4",1877,"arrived",4,20,175,11.4285714285714
"1877:4",1877,"commander",4,20,175,11.4285714285714
"1877:4",1877,"Penang",4,20,175,11.4285714285714
"1877:5",1877,"steamer",5,34,125,27.2
"1877:5",1877,"British",5,23,125,18.4
"1877:5",1877,"Daily",5,18,125,14.4
"1877:5",1877,"Editor",5,16,125,12.8
"1877:5",1877,"commander",5,12,125,9.6
"1877:5",1877,"time",5,11,125,8.8
"1877:5",1877,"SHIPPING",5,10,125,8
"1877:5",1877,"tons",5,10,125,8
"1877:5",1877,"Captain",5,10,125,8
"1877:5",1877,"last",5,10,125,8
"1877:5",1877,"HARBOUR",5,9,125,7.2
"1877:5",1877,"following",5,9,125,7.2
"1877:5",1877,"Hongkong",5,9,125,7.2
"1877:5",1877,"instant",5,9,125,7.2
"1877:5",1877,"Sir",5,8,125,6.4
"1877:5",1877,"arrived",5,8,125,6.4
"1877:5",1877,"Departures",5,8,125,6.4
"1877:5",1877,"Bangkok",5,8,125,6.4
"1877:5",1877,"upon",5,8,125,6.4
"1877:5",1877,"letter",5,7,125,5.6
"1877:5",1877,"left",5,7,125,5.6
"1877:5",1877,"CHINESE",5,7,125,5.6
"1878:1",1878,"mail",1,34,161,21.1180124223602
"1878:1",1878,"steamer",1,31,161,19.2546583850932
"1878:1",1878,"last",1,21,161,13.0434782608696
"1878:1",1878,"Journal",1,19,161,11.8012422360248
"1878:1",1878,"WEEK",1,19,161,11.8012422360248
"1878:1",1878,"Overland",1,18,161,11.1801242236025
"1878:1",1878,"following",1,17,161,10.5590062111801
"1878:1",1878,"paid",1,16,161,9.93788819875776
"1878:1",1878,"SUMMARY",1,15,161,9.3167701863354
"1878:1",1878,"London",1,15,161,9.3167701863354
"1878:1",1878,"arrived",1,15,161,9.3167701863354
"1878:1",1878,"weeks",1,13,161,8.07453416149068
"1878:1",1878,"par",1,13,161,8.07453416149068
"1878:1",1878,"morning",1,11,161,6.83229813664596
"1878:1",1878,"MARKET",1,11,161,6.83229813664596
"1878:1",1878,"day",1,11,161,6.83229813664596
"1878:1",1878,"Singapore",1,11,161,6.83229813664596
"1878:3",1878,"following",3,21,143,14.6853146853147
"1878:3",1878,"morning",3,19,143,13.2867132867133
"1878:3",1878,"yesterday",3,19,143,13.2867132867133
"1878:3",1878,"instant",3,19,143,13.2867132867133
"1878:3",1878,"Editor",3,18,143,12.5874125874126
"1878:3",1878,"Captain",3,17,143,11.8881118881119
"1878:3",1878,"steamer",3,17,143,11.8881118881119
"1878:3",1878,"Governor",3,16,143,11.1888111888112
"1878:3",1878,"Thk",3,16,143,11.1888111888112
"1878:3",1878,"held",3,15,143,10.4895104895105
"1878:3",1878,"last",3,14,143,9.79020979020979
"1878:3",1878,"arrived",3,14,143,9.79020979020979
"1878:3",1878,"Daily",3,13,143,9.09090909090909
"1878:3",1878,"Singapore",3,12,143,8.39160839160839
"1878:3",1878,"Secretary",3,11,143,7.69230769230769
"1878:3",1878,"left",3,11,143,7.69230769230769
"1878:3",1878,"leave",3,11,143,7.69230769230769
"1878:3",1878,"Penang",3,11,143,7.69230769230769
"1878:3",1878,"Hongkong",3,11,143,7.69230769230769
"1878:4",1878,"steamer",4,138,115,120
"1878:4",1878,"British",4,112,115,97.3913043478261
"1878:4",1878,"tons",4,61,115,53.0434782608696
"1878:4",1878,"str",4,31,115,26.9565217391304
"1878:4",1878,"commander",4,21,115,18.2608695652174
"1878:4",1878,"Hongkong",4,19,115,16.5217391304348
"1878:4",1878,"HARBOUR",4,18,115,15.6521739130435
"1878:4",1878,"SHIPPING",4,18,115,15.6521739130435
"1878:4",1878,"Dutch",4,17,115,14.7826086956522
"1878:4",1878,"consignees",4,17,115,14.7826086956522
"1878:4",1878,"Batavia",4,16,115,13.9130434782609
"1878:4",1878,"Departures",4,16,115,13.9130434782609
"1878:4",1878,"barque",4,14,115,12.1739130434783
"1878:4",1878,"ship",4,14,115,12.1739130434783
"1878:5",1878,"steamer",5,52,131,39.6946564885496
"1878:5",1878,"British",5,34,131,25.9541984732824
"1878:5",1878,"Editor",5,26,131,19.8473282442748
"1878:5",1878,"Daily",5,24,131,18.3206106870229
"1878:5",1878,"following",5,22,131,16.793893129771
"1878:5",1878,"tons",5,19,131,14.5038167938931
"1878:5",1878,"last",5,19,131,14.5038167938931
"1878:5",1878,"arrived",5,16,131,12.2137404580153
"1878:5",1878,"Singapore",5,14,131,10.6870229007634
"1878:5",1878,"instant",5,13,131,9.9236641221374
"1878:5",1878,"port",5,12,131,9.16030534351145
"1878:5",1878,"Thk",5,12,131,9.16030534351145
"1880:1",1880,"Daily",1,59,110,53.6363636363636
"1880:1",1880,"LATEST",1,21,110,19.0909090909091
"1880:1",1880,"MARKET",1,21,110,19.0909090909091
"1880:1",1880,"Tin",1,19,110,17.2727272727273
"1880:1",1880,"QUOTATIONS",1,17,110,15.4545454545455
"1880:1",1880,"Journal",1,16,110,14.5454545454545
"1880:1",1880,"SUMMARY",1,15,110,13.6363636363636
"1880:1",1880,"Pepper",1,15,110,13.6363636363636
"1880:1",1880,"mail",1,14,110,12.7272727272727
"1880:1",1880,"WEEK",1,13,110,11.8181818181818
"1880:1",1880,"following",1,12,110,10.9090909090909
"1880:1",1880,"Council",1,10,110,9.09090909090909
"1880:3",1880,"Daily",3,94,118,79.6610169491525
"1880:3",1880,"Editor",3,23,118,19.4915254237288
"1880:3",1880,"tbe",3,11,118,9.32203389830508
"1880:3",1880,"Singapore",3,11,118,9.32203389830508
"1880:3",1880,"Sir",3,10,118,8.47457627118644
"1880:3",1880,"Malacca",3,10,118,8.47457627118644
"1880:3",1880,"following",3,10,118,8.47457627118644
"1880:3",1880,"last",3,10,118,8.47457627118644
"1880:3",1880,"tin",3,9,118,7.6271186440678
"1880:3",1880,"one",3,8,118,6.77966101694915
"1880:3",1880,"Tin",3,8,118,6.77966101694915
"1880:3",1880,"tlie",3,7,118,5.93220338983051
"1880:3",1880,"Manila",3,7,118,5.93220338983051
"1880:3",1880,"day",3,7,118,5.93220338983051
"1880:3",1880,"letter",3,6,118,5.08474576271187
"1880:3",1880,"time",3,6,118,5.08474576271187
"1880:3",1880,"left",3,5,118,4.23728813559322
"1880:3",1880,"News",3,5,118,4.23728813559322
"1880:3",1880,"mail",3,5,118,4.23728813559322
"1880:3",1880,"ami",3,5,118,4.23728813559322
"1880:3",1880,"Major",3,5,118,4.23728813559322
"1880:3",1880,"paper",3,5,118,4.23728813559322
"1880:3",1880,"Indian",3,5,118,4.23728813559322
"1880:3",1880,"Chief",3,5,118,4.23728813559322
"1880:3",1880,"China",3,5,118,4.23728813559322
"1880:3",1880,"ing",3,5,118,4.23728813559322
"1880:3",1880,"give",3,4,118,3.38983050847458
"1880:3",1880,"weeks",3,4,118,3.38983050847458
"1880:3",1880,"extract",3,4,118,3.38983050847458
"1880:3",1880,"days",3,4,118,3.38983050847458
"1880:3",1880,"report",3,4,118,3.38983050847458
"1880:3",1880,"Sin",3,4,118,3.38983050847458
"1880:3",1880,"date",3,4,118,3.38983050847458
"1880:3",1880,"now",3,4,118,3.38983050847458
"1880:3",1880,"place",3,4,118,3.38983050847458
"1880:3",1880,"morning",3,4,118,3.38983050847458
"1880:3",1880,"article",3,4,118,3.38983050847458
"1880:3",1880,"New",3,4,118,3.38983050847458
"1880:3",1880,"original",3,4,118,3.38983050847458
"1880:3",1880,"lias",3,4,118,3.38983050847458
"1880:3",1880,"two",3,4,118,3.38983050847458
"1880:3",1880,"attention",3,4,118,3.38983050847458
"1880:3",1880,"next",3,4,118,3.38983050847458
"1880:3",1880,"account",3,4,118,3.38983050847458
"1880:3",1880,"Moar",3,4,118,3.38983050847458
"1880:3",1880,"NEWS",3,4,118,3.38983050847458
"1880:5",1880,"Daily",5,53,131,40.4580152671756
"1880:5",1880,"Editor",5,25,131,19.0839694656489
"1880:5",1880,"steamer",5,19,131,14.5038167938931
"1880:5",1880,"left",5,14,131,10.6870229007634
"1880:5",1880,"one",5,14,131,10.6870229007634
"1880:5",1880,"morning",5,11,131,8.3969465648855
"1880:5",1880,"ami",5,11,131,8.3969465648855
"1880:5",1880,"Tiik",5,11,131,8.3969465648855
"1880:5",1880,"last",5,11,131,8.3969465648855
"1880:5",1880,"Singapore",5,11,131,8.3969465648855
"1880:5",1880,"aud",5,10,131,7.63358778625954
"1880:5",1880,"yesterday",5,10,131,7.63358778625954
"1880:5",1880,"British",5,10,131,7.63358778625954
"1880:5",1880,"Mail",5,9,131,6.87022900763359
"1880:5",1880,"London",5,9,131,6.87022900763359
"1880:5",1880,"instant",5,9,131,6.87022900763359
"1880:5",1880,"well",5,9,131,6.87022900763359
"1880:5",1880,"tlie",5,8,131,6.10687022900763
"1880:5",1880,"Penang",5,8,131,6.10687022900763
"1880:5",1880,"Colonial",5,7,131,5.34351145038168
"1880:5",1880,"Sir",5,7,131,5.34351145038168
"1880:5",1880,"Governor",5,7,131,5.34351145038168
"1880:5",1880,"Tin",5,7,131,5.34351145038168
"1880:5",1880,"tli",5,7,131,5.34351145038168
"1880:5",1880,"letter",5,6,131,4.58015267175572
"1880:5",1880,"Malacca",5,6,131,4.58015267175572
"1880:5",1880,"now",5,6,131,4.58015267175572
"1880:5",1880,"place",5,6,131,4.58015267175572
"1880:5",1880,"Government",5,6,131,4.58015267175572
"1880:5",1880,"Council",5,6,131,4.58015267175572
"1880:5",1880,"China",5,6,131,4.58015267175572
"1880:5",1880,"present",5,6,131,4.58015267175572
"1883:2",1883,"Pepper",2,378,1188,31.8181818181818
"1883:2",1883,"Sago",2,253,1188,21.2962962962963
"1883:2",1883,"London",2,252,1188,21.2121212121212
"1883:2",1883,"fair",2,221,1188,18.6026936026936
"1883:2",1883,"Tin",2,210,1188,17.6767676767677
"1883:2",1883,"TELEGRAMS",2,207,1188,17.4242424242424
"1883:2",1883,"REUTERS",2,204,1188,17.1717171717172
"1883:2",1883,"LATEST",2,202,1188,17.003367003367
"1883:2",1883,"Flake",2,198,1188,16.6666666666667
"1883:2",1883,"quality",2,196,1188,16.4983164983165
"1883:2",1883,"Pearl",2,196,1188,16.4983164983165
"1883:3",1883,"Brit",3,1184,1096,108.029197080292
"1883:3",1883,"str",3,686,1096,62.5912408759124
"1883:3",1883,"itr",3,414,1096,37.7737226277372
"1883:3",1883,"SHIPPING",3,231,1096,21.0766423357664
"1883:3",1883,"ARRIVALS",3,229,1096,20.8941605839416
"1883:3",1883,"HARBOUR",3,225,1096,20.529197080292
"1883:3",1883,"CLEARANCES",3,215,1096,19.6167883211679
"1883:3",1883,"Rio",3,211,1096,19.2518248175182
"1883:3",1883,"Flao",3,178,1096,16.2408759124088
"1883:3",1883,"Captain",3,177,1096,16.1496350364964
"1884:2",1884,"Pepper",2,236,827,28.5368802902056
"1884:2",1884,"Sago",2,143,827,17.2914147521161
"1884:2",1884,"CLOSE",2,139,827,16.807738814994
"1884:2",1884,"Tin",2,138,827,16.6868198307134
"1884:2",1884,"London",2,135,827,16.3240628778718
"1884:2",1884,"QUOTATIONS",2,134,827,16.2031438935913
"1884:2",1884,"LATEST",2,134,827,16.2031438935913
"1884:2",1884,"Flake",2,131,827,15.8403869407497
"1884:2",1884,"MAILS",2,130,827,15.7194679564692
"1884:2",1884,"fair",2,128,827,15.4776299879081
"1884:2",1884,"quality",2,128,827,15.4776299879081
"1884:2",1884,"TELEGRAMS",2,127,827,15.3567110036276
"1884:3",1884,"Brit",3,760,889,85.4893138357705
"1884:3",1884,"itr",3,374,889,42.0697412823397
"1884:3",1884,"rtr",3,230,889,25.8717660292463
"1884:3",1884,"ARRIVALS",3,151,889,16.9853768278965
"1884:3",1884,"SHIPPING",3,147,889,16.5354330708661
"1884:3",1884,"HARBOUR",3,147,889,16.5354330708661
"1884:3",1884,"str",3,141,889,15.8605174353206
"1884:3",1884,"CLEARANCES",3,138,889,15.5230596175478
"1884:3",1884,"Dut",3,117,889,13.1608548931384
"1884:3",1884,"Rio",3,117,889,13.1608548931384
"1884:3",1884,"Cardiff",3,106,889,11.9235095613048
"1884:3",1884,"Editor",3,102,889,11.4735658042745
"1885:2",1885,"MAILS",2,128,688,18.6046511627907
"1885:2",1885,"CLOSE",2,128,688,18.6046511627907
"1885:2",1885,"TELEGRAMS",2,103,688,14.9709302325581
"1885:2",1885,"REUTERS",2,99,688,14.3895348837209
"1885:2",1885,"COMMERCIAL",2,94,688,13.6627906976744
"1885:2",1885,"Pepper",2,88,688,12.7906976744186
"1885:2",1885,"LATEST",2,83,688,12.0639534883721
