"year","name","value"
1996,"Correspondent",1.13177959842278
1996,"system",1.12609797393271
1996,"night",1.12041634944263
1996,"members",1.11700737474859
1996,"DBS",1.11359840005454
1996,"Index",1.10791677556447
1996,"Cents",1.10791677556447
1996,"Day",1.10678045066645
1996,"team",1.10337147597241
1996,"property",1.09996250127837
1996,"Party",1.09768985148234
1996,"Tuesday",1.09768985148234
1996,"called",1.09655352658432
1996,"left",1.09200822699226
1996,"dollar",1.09200822699226
1996,"Japanese",1.09200822699226
1996,"Company",1.08859925229822
1996,"Monday",1.08178130291013
1996,"June",1.08064497801211
1996,"gm",1.07837232821608
1996,"Wong",1.07496335352204
1996,"local",1.07382702862402
1996,"according",1.06700907923594
1996,"told",1.06700907923594
1996,"Jun",1.06587275433792
1996,"chief",1.06473642943991
1996,"Holdings",1.05791848005182
1996,"life",1.05564583025579
1996,"Industrials",1.05450950535777
1996,"former",1.05337318045976
1996,"Jan",1.0488278808677
1996,"right",1.0488278808677
1996,"friends",1.0488278808677
1996,"Thursday",1.04655523107167
1996,"Japan",1.04541890617365
1996,"OF",1.04314625637762
1996,"companies",1.04087360658159
1996,"use",1.03973728168358
1996,"Straits",1.0340556571935
1996,"Singapores",1.03178300739747
1996,"Singaporeans",1.02837403270343
1996,"soccer",1.02723770780542
1996,"lt",1.02269240821336
1996,"Jakarta",1.02155608331534
1996,"Government",1.02041975841733
1996,"interest",1.01928343351931
1996,"days",1.0181471086213
1996,"BT",1.00792018453916
1996,"quoted",1.00792018453916
1996,"On",1.00678385964115
1996,"workers",1.00564753474313
1996,"All-time",1.00223856004909
1996,"Total",1.00223856004909
1996,"City",0.996556935559015
1996,"service",0.996556935559015
1996,"chairman",0.981784711884822
1996,"Police",0.980648386986807
1996,"MTH",0.979512062088792
1996,"Wednesday",0.978375737190778
1996,"national",0.977239412292763
1996,"state",0.969285138006659
1996,"Kuala",0.967012488210629
1996,"Seng",0.96019453882254
1996,"Land",0.96019453882254
1996,"Star",0.951103939638421
1996,"Chan",0.939740690658273
1996,"Wed",0.937468040862243
1996,"Board",0.937468040862243
1996,"reports",0.937468040862243
1996,"From",0.935195391066214
1997,"By",10.8242137874161
1997,"Singapore",10.1956894822475
1997,"said",10.0820201930149
1997,"yesterday",9.60839815454566
1997,"THE",6.74660663739497
1997,"US",5.7748456549357
1997,"Mr",5.73918470145095
1997,"last",5.43718100162703
1997,"XXXXX",5.43272338244144
1997,"new",5.35917266587915
1997,"year",4.78302538614126
1997,"one",4.41972942251543
1997,"years",4.11215369870952
1997,"Minister",3.99291238549491
1997,"first",3.8680990482983
1997,"Tan",3.34767200838032
1997,"Low",3.24068914792609
1997,"High",3.22620188557292
1997,"cent",2.88407961307865
1997,"Lee",2.85956270755789
1997,"ST",2.67791472574498
1997,"New",2.64336817705663
1997,"next",2.64002496266744
1997,"Chinese",2.63110972429625
1997,"people",2.61996567633227
1997,"China",2.58207591325473
1997,"time",2.55421579334477
1997,"Deaths",2.43386007533376
1997,"Open",2.30236030935877
1997,"reported",2.29010185659839
1997,"week",2.16863173379098
1997,"Vol",2.01595827668442
1997,"months",2.00815744310963
1997,"National",2.00369982392404
1997,"United",1.91677624980498
1997,"get",1.9011745826554
1997,"group",1.89114493948782
1997,"government",1.87777208193104
1997,"made",1.87554327233824
1997,"help",1.87331446274545
1997,"Hongkong",1.85882720039227
1997,"Condolences",1.85771279559587
1997,"Asia",1.8398823188535
1997,"home",1.80645017496155
1997,"says",1.80199255577596
1997,"set",1.79530612699757
1997,"foreign",1.79419172220117
1997,"month",1.76075957830923
1997,"police",1.75964517351283
1997,"make",1.75072993514164
1997,"gt",1.73847148238126
1997,"Sunday",1.70503933848931
1997,"good",1.69612410011813
1997,"Prime",1.69278088572893
1997,"TOP",1.68720886174694
1997,"Spore",1.66380636102258
1997,"take",1.66046314663338
1997,"market",1.66046314663338
1997,"way",1.6493190986694
1997,"Departed",1.64374707468741
1997,"world",1.63706064590902
1997,"Malaysia",1.63148862192703
1997,"day",1.5891412396639
1997,"company",1.57353957251432
1997,"Foreign",1.57131076292152
1997,"World",1.54902266699356
1997,"Lim",1.54345064301157
1997,"Cup",1.53787861902958
1997,"work",1.52227695188
1997,"Friday",1.51336171350881
1997,"family",1.49998885595204
1997,"man",1.49887445115564
1997,"Malaysian",1.48884480798805
1997,"top",1.47658635522767
1997,"May",1.44872623531772
1997,"go",1.44315421133573
1997,"many",1.42643813938975
1997,"lt",1.42086611540776
1997,"students",1.41863730581496
1997,"Datuk",1.41529409142577
1997,"recent",1.3974636146834
1997,"business",1.38743397151581
1997,"Memoriam",1.37963313794103
1997,"report",1.37406111395903
1997,"Times",1.35400182762387
1997,"President",1.34842980364187
1997,"found",1.34620099404908
1997,"Dr",1.33951456527069
1997,"Finance",1.32279849332472
1997,"Saturday",1.30942563576794
1997,"prices",1.30608242137874
1997,"public",1.30385361178595
1997,"left",1.29159515902556
1997,"part",1.27265027748679
1997,"KUALA",1.27265027748679
1997,"Asian",1.25927741993002
1997,"LUMPUR",1.25259099115163
1997,"life",1.25147658635523
1997,"former",1.24924777676243
1997,"SINGAPORE",1.24367575278044
1997,"night",1.23476051440925
1997,"second",1.21804444246328
1997,"currency",1.21024360888849
1997,"Kuala",1.20912920409209
1997,"held",1.2080147992957
1997,"Bank",1.20132837051731
1997,"Road",1.19687075133171
1997,"Day",1.19352753694252
1997,"children",1.19129872734972
1997,"International",1.18684110816413
1997,"Singapores",1.18684110816413
1997,"team",1.18015467938574
1997,"Company",1.17123944101455
1997,"Lumpur",1.16455301223616
1997,"Monday",1.16343860743977
1997,"called",1.15786658345778
1997,"Acknowledgements",1.15452336906858
1997,"today",1.15229455947578
1997,"local",1.1400361067154
1997,"Thursday",1.13780729712261
1997,"Wednesday",1.13780729712261
1997,"Dec",1.13557848752981
1997,"shares",1.12777765395502
1997,"South",1.12777765395502
1997,"days",1.12332003476943
1997,"told",1.11774801078744
1997,"state",1.11663360599104
1997,"Tuesday",1.11663360599104
1997,"national",1.11440479639824
1997,"Japanese",1.11106158200905
1997,"service",1.10994717721265
1997,"Ministry",1.10771836761985
1997,"Australian",1.10771836761985
1997,"Jakarta",1.10548955802706
1997,"Correspondent",1.09991753404507
1997,"Goh",1.09880312924867
1997,"chief",1.09768872445227
1997,"Last",1.09545991485947
1997,"DBS",1.09100229567388
1997,"American",1.09100229567388
1997,"Association",1.08320146209909
1997,"director",1.0787438429135
1997,"friends",1.0787438429135
1997,"use",1.0776294381171
1997,"Star",1.06982860454231
1997,"British",1.06537098535672
1997,"gm",1.05088372300354
1997,"Johor",1.05088372300354
1997,"IT",1.04754050861435
1997,"members",1.04531169902155
1997,"dollar",1.04531169902155
1997,"economic",1.03751086544676
1997,"school",1.02971003187198
1997,"Wong",1.02748122227918
1997,"From",1.02636681748278
1997,"companies",1.02079479350079
1997,"show",1.01187955512961
